,Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,AI,AI_Mod,DBE,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd,n.mf
C10H21O7N,266.1246093,10,21,7,1,0,0,0,0,CHON,Carb,267.1318858,-0.313410087,1,0,0,1,-6,-7,71.7,265.8274522,0.172547827,-0.4,0.7,2.1,0.1,0,NA,Carbohydrate,Amino Sugar,Other,71.7,-140.0553698,0.097177236,0.089455086,717,-1400.553698,1
C10H21O8N,282.1194934,10,21,8,1,0,0,0,0,CHON,Carb,283.1267699,-0.18792339,1,0,0,1,-7,-8,66,281.8044762,0.195523751,-0.2,0.8,2.1,0.1,0,NA,Carbohydrate,Carbohydrate,Other,66,-137.7646011,0.114076155,0.10117382,660,-1377.646011,1
C10H21O8P,299.0902587,10,21,8,0,0,0,1,0,CHOP,Carb,300.0975352,-0.436626905,1,0,0,1,-7,-8,88.8,298.7562919,0.24370813,-1,0.8,2.1,0,0.1,0,Carbohydrate,Carbohydrate,Carbohydrate,88.8,-158.9138288,0.075936985,0.066790335,888,-1589.138288,1
C10H21O9N,298.1144285,10,21,9,1,0,0,0,0,CHON,Carb,299.121705,-0.246464966,1,0,0,1,-8,-9,60.3,297.7815513,0.2184487,0,0.9,2.1,0.1,0,NA,Carbohydrate,Carbohydrate,Other,60.3,-135.4738324,0.115696287,0.100063795,603,-1354.738324,1
C10H22O8N4S,357.1085992,10,22,8,4,0,1,0,0,CHONS,Other,358.1158757,-0.115258512,1,0,0,2,-6,-11,37.5,356.7098486,0.290151449,0.8,0.8,2.2,0.4,0,NA,Other,Carbohydrate,Protein,37.5,-118.3199891,0.128690679,0.118059771,375,-1183.199891,1
C10H23O10N3S,376.1032403,10,23,10,3,0,1,0,0,CHONS,Other,377.1105168,-0.270753349,2,0,0,1,-9,-13,37.5,375.6832801,0.316719936,0.8,1,2.3,0.3,0,NA,Other,Carbohydrate,Protein,37.5,-122.3153734,0.128690679,0.115487116,375,-1223.153734,1
C10H23O10SP,365.0677835,10,23,10,0,0,1,1,0,CHOSP,Other,366.07506,-0.289079544,1,0,0,0,-10,-12,77.4,364.6601456,0.339854431,-0.6,1,2.3,0,0.1,0,Other,Carbohydrate,Carbohydrate,77.4,-158.3276758,0.089549361,0.077215482,774,-1583.276758,1
C10H23O11SP,381.0628938,10,23,11,0,0,1,1,0,CHOSP,Other,382.0701702,-0.789001866,2,0,0,0,-11,-13,71.7,380.6373955,0.362604463,-0.4,1.1,2.3,0,0.1,0,Other,Carbohydrate,Carbohydrate,71.7,-156.0369071,0.097177236,0.083635,717,-1560.369071,1
C10H23O7S2P,349.0551349,10,23,7,0,0,2,1,0,CHOSP,Other,350.0624113,-0.372368466,3,0,0,0,-7,-10,88.8,348.6653768,0.334623214,-1,0.7,2.3,0,0.1,0,Other,Other,Other,88.8,-166.9045975,0.075936985,0.064495442,888,-1669.045975,1
C10H23O8S2P,365.0500364,10,23,8,0,0,2,1,0,CHOSP,Other,366.0573129,-0.32046824,3,0,0,0,-8,-11,83.1,364.6424183,0.357581684,-0.8,0.8,2.3,0,0.1,0,Other,Carbohydrate,Carbohydrate,83.1,-164.6138288,0.082489679,0.070012138,831,-1646.138288,2
C10H24O10N2,331.1357518,10,24,10,2,0,0,0,0,CHON,Other,332.1430283,0.20091659,1,0,0,0,-10,-12,54.6,330.7660027,0.233997337,0.2,1,2.4,0.2,0,NA,Other,Carbohydrate,Other,54.6,-129.1876794,0.117093486,0.104773535,546,-1291.876794,1
C10H26O7N4,313.1729347,10,26,7,4,0,0,0,0,CHON,Other,314.1802112,-0.197359176,1,0,0,0,-7,-11,60.3,312.8232431,0.176756947,0,0.7,2.6,0.4,0,NA,Other,Other,Other,60.3,-123.4876794,0.115696287,0.117675978,603,-1234.876794,1
C10H4ONS2P,247.9399328,10,4,1,1,0,2,1,0,CHONSP,ConHC,248.9472092,-0.070664822,1,1,1,10,9,5,60.3,247.6630808,0.336919173,0,0.1,0.4,0.1,0.1,1,Other,Cond Hydrocarbon,Phytochemical,60.3,-151.4553698,0.115696287,0.092978274,603,-1514.553698,1
C10H6O5,205.0142188,10,6,5,0,0,0,0,0,CHO,ConHC,206.0214953,0.136150936,1,0.6,0.733333333,8,3,3,48.9,204.7852981,0.214701922,0.4,0.5,0.6,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other,48.9,-134.8876794,0.118339131,0.104031913,489,-1348.876794,1
C10H6O6,221.0091259,10,6,6,0,0,0,0,0,CHO,ConHC,222.0164024,0.160080079,1,0.5,0.714285714,8,2,2,43.2,220.7623452,0.237654846,0.6,0.6,0.6,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other,43.2,-132.5969108,0.12331573,0.107214761,432,-1325.969108,2
C10H6O7,237.0040579,10,6,7,0,0,0,0,0,CHO,ConHC,238.0113344,0.076222873,1,0.333333333,0.692307692,8,1,1,37.5,236.7394171,0.26058291,0.8,0.7,0.6,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other,37.5,-130.3061421,0.128690679,0.110497871,375,-1303.061421,1
C10H6O8,252.9989785,10,6,8,0,0,0,0,0,CHO,ConHC,254.006255,0.047879919,1,0,0.666666667,8,0,0,31.8,252.7164776,0.283522379,1,0.8,0.6,0,0,NA,Other,Cond Hydrocarbon,Other,31.8,-128.0153734,0.134503539,0.11385361,318,-1280.153734,1
C10H7O10N2S2P,408.920763,10,7,10,2,0,2,1,0,CHONSP,Other,409.9280395,-0.163817377,1,0,0,9,-1,-6,9,408.4641585,0.535841545,1.8,1,0.7,0.2,0.1,2,Tannin,Other,Other,9,-126.8430674,0.162875954,0.118317799,90,-1268.430674,1
C10H8O3S,207.0121103,10,8,3,0,0,1,0,0,CHOS,Lignin,208.0193867,0.134922218,1,0.5,0.6,7,4,3,60.3,206.7809587,0.219041292,0,0.3,0.8,0,0,NA,Cond Hydrocarbon,Lignin,Other,60.3,-143.4646011,0.115696287,0.09631196,603,-1434.646011,1
C10H8O5,207.0298709,10,8,5,0,0,0,0,0,CHO,Lignin,208.0371473,0.12519783,1,0.4,0.6,7,2,2,54.6,206.7986995,0.201300549,0.2,0.5,0.8,0,0,NA,Cond Hydrocarbon,Lignin,Other,54.6,-137.1784481,0.117093486,0.100964862,546,-1371.784481,1
C10H8O6,223.0247931,10,8,6,0,0,0,0,0,CHO,Lignin,224.0320696,0.082012832,1,0.25,0.571428571,7,1,1,48.9,222.7757617,0.224238327,0.4,0.6,0.8,0,0,NA,Cond Hydrocarbon,Lignin,Other,48.9,-134.8876794,0.118339131,0.104031913,489,-1348.876794,2
C10H8O7,239.0197221,10,8,7,0,0,0,0,0,CHO,Tannin,240.0269985,0.016983807,1,0,0.538461538,7,0,0,43.2,238.7528305,0.247169489,0.6,0.7,0.8,0,0,NA,Tannin;Cond Hydrocarbon,Tannin,Other,43.2,-132.5969108,0.12331573,0.107214761,432,-1325.969108,1
C10H8O8,255.0146298,10,8,8,0,0,0,0,0,CHO,Tannin,256.0219063,0.042654778,1,0,0.5,7,-1,-1,37.5,254.7298782,0.270121768,0.8,0.8,0.8,0,0,NA,Tannin,Tannin,Other,37.5,-130.3061421,0.128690679,0.110497871,375,-1303.061421,1
C10H9O11N2S2P,426.9313713,10,9,11,2,0,2,1,0,CHONSP,Other,427.9386478,-0.258724569,2,0,0,8,-3,-8,9,426.4546559,0.545344099,1.8,1.1,0.9,0.2,0.1,2,Other,Tannin,Other,9,-126.8430674,0.162875954,0.118317799,90,-1268.430674,1
C10H9O5N,222.0407486,10,9,5,1,0,0,0,0,CHON,Lignin,223.048025,0.212317681,1,0.25,0.538461538,7,2,1,48.9,221.7928159,0.207184103,0.4,0.5,0.9,0.1,0,NA,Lignin,Lignin,Other,48.9,-130.8922951,0.118339131,0.106087964,489,-1308.922951,2
C11H10O4,205.0505947,11,10,4,0,0,0,0,0,CHO,Lignin,206.0578712,0.182450685,1,0.428571429,0.555555556,7,3,3,65.48181818,204.8216334,0.178366579,-0.181818182,0.363636364,0.909090909,0,0,NA,Lignin,Lignin,Other,65.48181818,-141.5517337,0.103846021,0.087107273,720.3,-1557.069071,1
C11H10O5,221.0455191,11,10,5,0,0,0,0,0,CHO,Lignin,222.0527956,0.125267093,1,0.333333333,0.529411765,7,2,2,60.3,220.7986977,0.201302253,0,0.454545455,0.909090909,0,0,NA,Lignin,Lignin,Other,60.3,-139.4692168,0.105178442,0.089110239,663.3,-1534.161385,1
C11H10O6,237.0404421,11,10,6,0,0,0,0,0,CHO,Lignin,238.0477186,0.081652915,1,0.2,0.5,7,1,1,55.11818182,236.7757607,0.224239326,0.181818182,0.545454545,0.909090909,0,0,NA,Lignin,Lignin,Other,55.11818182,-137.3866998,0.106343645,0.091538266,606.3,-1511.253698,1
C11H10O7,253.0353983,11,10,7,0,0,0,0,0,CHO,Lignin,254.0426748,-0.087080045,1,0,0.466666667,7,0,0,49.93636364,252.7528567,0.247143255,0.363636364,0.636363636,0.909090909,0,0,NA,Lignin,Lignin,Other,49.93636364,-135.3041828,0.107276498,0.094059404,549.3,-1488.346011,1
C11H10O8,269.0303205,11,10,8,0,0,0,0,0,CHO,Tannin,270.0375969,-0.109739818,1,0,0.428571429,7,-1,-1,44.75454545,268.7299188,0.270081194,0.545454545,0.727272727,0.909090909,0,0,NA,Tannin,Tannin,Other,44.75454545,-133.2216659,0.110836892,0.096669033,492.3,-1465.438324,1
C11H10O9,285.025228,11,10,9,0,0,0,0,0,CHO,Tannin,286.0325044,-0.078761758,1,0,0.384615385,7,-2,-2,39.57272727,284.7069663,0.293033734,0.727272727,0.818181818,0.909090909,0,0,NA,Tannin,Tannin,Other,39.57272727,-131.1391489,0.115170553,0.099358031,435.3,-1442.530638,1
C11H11O10N2P,361.0079987,11,11,10,2,0,0,1,0,CHONP,Tannin,362.0152752,-0.39792872,1,0,0,8,-2,-5,34.39090909,360.6048939,0.395106073,0.909090909,0.909090909,1,0.181818182,0.090909091,2,Tannin,Tannin,Other,34.39090909,-129.0566319,0.119822224,0.102110631,378.3,-1419.622951,1
C11H11O11N2S2P,440.947037,11,11,11,2,0,2,1,0,CHONSP,Tannin,441.9543135,-0.285955926,2,0,0,8,-3,-8,18.84545455,440.4546716,0.545328392,1.454545455,1,1,0.181818182,0.090909091,2,Tannin,Tannin,Other,18.84545455,-130.0734161,0.135958897,0.104861905,207.3,-1430.807578,1
C11H11O3N,204.0665886,11,11,3,1,0,0,0,0,CHON,Lignin,205.0738651,0.137340519,1,0.428571429,0.529411765,7,4,3,65.48181818,203.838726,0.161273983,-0.181818182,0.272727273,1,0.090909091,0,NA,Other,Lignin,Other,65.48181818,-137.9195662,0.103846021,0.091466227,720.3,-1517.115228,1
C11H11O3N4P,277.0497196,11,11,3,4,0,0,1,0,CHONP,Lignin,278.0569961,-0.429181974,1,0.333333333,0.555555556,9,6,1,55.11818182,276.7403634,0.259636572,0.181818182,0.272727273,1,0.363636364,0.090909091,4,Other,Lignin,Protein,55.11818182,-130.1223646,0.106343645,0.09465689,606.3,-1431.346011,1
C11H11O4N,220.0614803,11,11,4,1,0,0,0,0,CHON,Lignin,221.0687568,0.231021976,1,0.333333333,0.5,7,3,2,60.3,219.8157577,0.184242307,0,0.363636364,1,0.090909091,0,NA,Lignin,Lignin,Other,60.3,-135.8370492,0.105178442,0.090545962,663.3,-1494.207541,2
C11H11O5N,236.0564412,11,11,5,1,0,0,0,0,CHON,Lignin,237.0637177,0.020212544,1,0.2,0.466666667,7,2,1,55.11818182,235.7928585,0.207141521,0.181818182,0.454545455,1,0.090909091,0,NA,Lignin,Lignin,Other,55.11818182,-133.7545322,0.106343645,0.093084986,606.3,-1471.299854,1
C11H11O6N,252.0513612,11,11,6,1,0,0,0,0,CHON,Lignin,253.0586376,-0.002145772,1,0,0.428571429,7,1,0,49.93636364,251.7699184,0.230081635,0.363636364,0.545454545,1,0.090909091,0,NA,Lignin,Lignin,Other,49.93636364,-131.6720153,0.107276498,0.095730509,549.3,-1448.392168,1
C11H11O7N,268.0462977,11,11,7,1,0,0,0,0,CHON,Lignin,269.0535742,-0.083481267,1,0,0.384615385,7,0,-1,44.75454545,267.7469948,0.253005184,0.545454545,0.636363636,1,0.090909091,0,NA,Lignin,Lignin,Other,44.75454545,-129.5894983,0.110836892,0.098480154,492.3,-1425.484481,1
C11H12O2N2,203.0825593,11,12,2,2,0,0,0,0,CHON,Lignin,204.0898357,0.20529068,1,0.428571429,0.5,7,5,3,65.48181818,202.8557955,0.144204525,-0.181818182,0.181818182,1.090909091,0.181818182,0,NA,Other,Lignin,Protein,65.48181818,-134.2873986,0.103846021,0.095891091,720.3,-1477.161385,1
C11H12O3N2,219.0774907,11,12,3,2,0,0,0,0,CHON,Lignin,220.0847671,0.114211642,1,0.333333333,0.466666667,7,4,2,60.3,218.8328668,0.167133224,0,0.272727273,1.090909091,0.181818182,0,NA,Other,Lignin,Protein,60.3,-132.2048816,0.105178442,0.095251581,663.3,-1454.253698,1
C11H12O3N4S,279.0558461,11,12,3,4,0,1,0,0,CHONS,Lignin,280.0631226,-0.398487266,1,0,0.333333333,8,5,0,39.57272727,278.7442498,0.255750154,0.727272727,0.272727273,1.090909091,0.363636364,0,NA,Other,Lignin,Protein,39.57272727,-120.2426461,0.115170553,0.105376269,435.3,-1322.669108,1
C11H12O4,207.066249,11,12,4,0,0,0,0,0,CHO,Lignin,208.0735255,0.160450755,1,0.285714286,0.444444444,6,2,2,70.66363636,206.835037,0.164963002,-0.363636364,0.363636364,1.090909091,0,0,NA,Lignin,Lignin,Other,70.66363636,-143.6342507,0.089664152,0.081128669,777.3,-1579.976758,1
C11H12O4N2,235.0724095,11,12,4,2,0,0,0,0,CHON,Lignin,236.0796859,0.088790156,1,0.2,0.428571429,7,3,1,55.11818182,234.8099255,0.190074497,0.181818182,0.363636364,1.090909091,0.181818182,0,NA,Lignin,Lignin,Protein,55.11818182,-130.1223646,0.106343645,0.09465689,606.3,-1431.346011,1
C11H12O5,223.0611523,11,12,5,0,0,0,0,0,CHO,Lignin,224.0684288,0.199508871,1,0.166666667,0.411764706,6,1,1,65.48181818,222.8120802,0.18791975,-0.181818182,0.454545455,1.090909091,0,0,NA,Lignin,Lignin,Other,65.48181818,-141.5517337,0.103846021,0.087107273,720.3,-1557.069071,2
C11H12O6,239.0561117,11,12,6,0,0,0,0,0,CHO,Lignin,240.0633882,-0.000412003,1,0,0.375,6,0,0,60.3,238.7891796,0.21082044,0,0.545454545,1.090909091,0,0,NA,Lignin,Lignin,Other,60.3,-139.4692168,0.105178442,0.089110239,663.3,-1534.161385,1
C11H12O7,255.0510433,11,12,7,0,0,0,0,0,CHO,Lignin,256.0583197,-0.06642069,1,0,0.333333333,6,-1,-1,55.11818182,254.766251,0.233748993,0.181818182,0.636363636,1.090909091,0,0,NA,Lignin,Lignin,Other,55.11818182,-137.3866998,0.106343645,0.091538266,606.3,-1511.253698,1
C11H12O8,271.0459737,11,12,8,0,0,0,0,0,CHO,Tannin,272.0532502,-0.120594062,1,0,0.285714286,6,-2,-2,49.93636364,270.7433213,0.256678653,0.363636364,0.727272727,1.090909091,0,0,NA,Tannin,Tannin,Other,49.93636364,-135.3041828,0.107276498,0.094059404,549.3,-1488.346011,1
C11H12O9,287.0408776,11,12,9,0,0,0,0,0,CHO,Tannin,288.0481541,-0.076833344,1,0,0.230769231,6,-3,-3,44.75454545,286.7203652,0.279634759,0.545454545,0.818181818,1.090909091,0,0,NA,Tannin,Tannin,Other,44.75454545,-133.2216659,0.110836892,0.096669033,492.3,-1465.438324,1
C11H13O10N2S2P,426.9678348,11,13,10,2,0,2,1,0,CHONSP,Tannin,427.9751113,-0.440997355,2,0,0,7,-3,-8,29.20909091,426.4910787,0.508921291,1.090909091,0.909090909,1.181818182,0.181818182,0.090909091,2,Tannin,Tannin,Other,29.20909091,-134.2384501,0.124819575,0.100326943,321.3,-1476.622951,1
C11H13O3N,206.0822311,11,13,3,1,0,0,0,0,CHON,Lignin,207.0895076,0.172271792,1,0.285714286,0.411764706,6,3,2,70.66363636,205.8521179,0.147882114,-0.363636364,0.272727273,1.181818182,0.090909091,0,NA,Other,Lignin,Other,70.66363636,-140.0020831,0.089664152,0.082375454,777.3,-1540.022915,2
C11H13O4N,222.0771399,11,13,4,1,0,0,0,0,CHON,Lignin,223.0844163,0.186303943,1,0.166666667,0.375,6,2,1,65.48181818,221.8291666,0.170833436,-0.181818182,0.363636364,1.181818182,0.090909091,0,NA,Lignin,Lignin,Other,65.48181818,-137.9195662,0.103846021,0.091466227,720.3,-1517.115228,2
C11H13O5N,238.0720655,11,13,5,1,0,0,0,0,CHON,Lignin,239.0793419,0.128041239,1,0,0.333333333,6,1,0,60.3,237.8062321,0.193767941,0,0.454545455,1.181818182,0.090909091,0,NA,Lignin,Lignin,Other,60.3,-135.8370492,0.105178442,0.090545962,663.3,-1494.207541,1
C11H13O6N,254.0670222,11,13,6,1,0,0,0,0,CHON,Lignin,255.0742987,-0.045071002,1,0,0.285714286,6,0,-1,55.11818182,253.7833287,0.216671322,0.181818182,0.545454545,1.181818182,0.090909091,0,NA,Lignin,Lignin,Other,55.11818182,-133.7545322,0.106343645,0.093084986,606.3,-1471.299854,1
C11H13O7N,270.0619439,11,13,7,1,0,0,0,0,CHON,Lignin,271.0692204,-0.068530575,1,0,0.230769231,6,-1,-2,49.93636364,269.7603903,0.239609692,0.363636364,0.636363636,1.181818182,0.090909091,0,NA,Lignin,Lignin,Other,49.93636364,-131.6720153,0.107276498,0.095730509,549.3,-1448.392168,1
C11H14O3N2,221.0931493,11,14,3,2,0,0,0,0,CHON,Lignin,222.1004257,0.074691715,1,0.166666667,0.333333333,6,3,1,65.48181818,220.8462747,0.153725315,-0.181818182,0.272727273,1.272727273,0.181818182,0,NA,Other,Lignin,Protein,65.48181818,-134.2873986,0.103846021,0.095891091,720.3,-1477.161385,1
C11H14O4,209.0818981,11,14,4,0,0,0,0,0,CHO,Lignin,210.0891746,0.163608754,1,0.142857143,0.333333333,5,1,1,75.84545455,208.8484354,0.151564617,-0.545454545,0.363636364,1.272727273,0,0,NA,Lignin,Lignin,Other,75.84545455,-145.7167677,0.083245942,0.075481915,834.3,-1602.884445,2
C11H14O5,225.0768195,11,14,5,0,0,0,0,0,CHO,Lignin,226.084096,0.122051714,1,0,0.294117647,5,0,0,70.66363636,224.8254967,0.174503288,-0.363636364,0.454545455,1.272727273,0,0,NA,Lignin,Lignin,Other,70.66363636,-143.6342507,0.089664152,0.081128669,777.3,-1579.976758,1
C11H14O5N2,253.0829986,11,14,5,2,0,0,0,0,CHON,Lignin,254.0902751,-0.013786484,1,0,0.230769231,6,1,-1,55.11818182,252.8004039,0.199596131,0.181818182,0.454545455,1.272727273,0.181818182,0,NA,Lignin,Lignin,Protein,55.11818182,-130.1223646,0.106343645,0.09465689,606.3,-1431.346011,1
C11H14O5N4,281.0891978,11,14,5,4,0,0,0,0,CHON,Lignin,282.0964743,-0.193846923,1,0,0.111111111,7,2,-2,39.57272727,280.7753311,0.224668912,0.727272727,0.454545455,1.272727273,0.363636364,0,NA,Lignin,Lignin,Protein,39.57272727,-116.6104786,0.115170553,0.107457563,435.3,-1282.715264,1
C11H14O5S,257.048925,11,14,5,0,0,1,0,0,CHOS,Lignin,258.0562015,-0.028068425,1,0,0.2,5,0,-1,65.48181818,256.7619019,0.2380981,-0.181818182,0.454545455,1.272727273,0,0,NA,Lignin,Lignin,Other,65.48181818,-145.1839013,0.103846021,0.085460393,720.3,-1597.022915,1
C11H14O6,241.0717422,11,14,6,0,0,0,0,0,CHO,Lignin,242.0790186,0.0807085,1,0,0.25,5,-1,-1,65.48181818,240.8025593,0.197440684,-0.181818182,0.545454545,1.272727273,0,0,NA,Lignin,Lignin,Other,65.48181818,-141.5517337,0.103846021,0.087107273,720.3,-1557.069071,2
C11H14O6N2,269.0779259,11,14,6,2,0,0,0,0,CHON,Lignin,270.0852024,-0.059914526,1,0,0.166666667,6,0,-2,49.93636364,268.7774711,0.222528908,0.363636364,0.545454545,1.272727273,0.181818182,0,NA,Lignin,Lignin,Protein,49.93636364,-128.0398477,0.107276498,0.09742991,549.3,-1408.438324,1
C11H14O6S,273.0438577,11,14,6,0,0,1,0,0,CHOS,Lignin,274.0511341,-0.092222492,1,0,0.142857143,5,-1,-2,60.3,272.7389745,0.261025532,0,0.545454545,1.272727273,0,0,NA,Lignin,Lignin,Other,60.3,-143.1013844,0.105178442,0.08769651,663.3,-1574.115228,1
C11H14O7,257.0666765,11,14,7,0,0,0,0,0,CHO,Lignin,258.073953,-0.000807535,1,0,0.2,5,-2,-2,60.3,256.7796336,0.220366402,0,0.636363636,1.272727273,0,0,NA,Lignin,Lignin,Other,60.3,-139.4692168,0.105178442,0.089110239,663.3,-1534.161385,1
C11H14O7N3SP,362.021823,11,14,7,3,0,1,1,0,CHONSP,Lignin,363.0290994,-0.254524929,1,0,0,7,0,-5,44.75454545,361.6175862,0.382413849,0.545454545,0.636363636,1.272727273,0.272727273,0.090909091,3,Lignin,Lignin,Protein,44.75454545,-133.2216659,0.110836892,0.096669033,492.3,-1465.438324,1
C11H14O8,273.061591,11,14,8,0,0,0,0,0,CHO,Tannin,274.0688674,-7.75E-05,1,0,0.142857143,5,-3,-3,55.11818182,272.756688,0.243312031,0.181818182,0.727272727,1.272727273,0,0,NA,Tannin,Tannin,Other,55.11818182,-137.3866998,0.106343645,0.091538266,606.3,-1511.253698,1
C11H14O9,289.0565242,11,14,9,0,0,0,0,0,CHO,Tannin,290.0638007,-0.064184421,1,0,0.076923077,5,-4,-4,49.93636364,288.7337611,0.266238898,0.363636364,0.818181818,1.272727273,0,0,NA,Tannin,Tannin,Other,49.93636364,-135.3041828,0.107276498,0.094059404,549.3,-1488.346011,1
C11H15O12N2P,397.0291531,11,15,12,2,0,0,1,0,CHONP,Tannin,398.0364296,-0.424935844,3,0,0,6,-6,-9,34.39090909,396.5858268,0.414173159,0.909090909,1.090909091,1.363636364,0.181818182,0.090909091,2,Other,Tannin,Other,34.39090909,-129.0566319,0.119822224,0.102110631,378.3,-1419.622951,1
C11H15O3N,208.0978901,11,15,3,1,0,0,0,0,CHON,Lignin,209.1051665,0.128295896,1,0.142857143,0.294117647,5,2,1,75.84545455,207.8655261,0.134473904,-0.545454545,0.272727273,1.363636364,0.090909091,0,NA,Other,Lignin,Other,75.84545455,-142.0846001,0.083245942,0.076647919,834.3,-1562.930601,1
C11H15O5N,240.0877319,11,15,5,1,0,0,0,0,CHON,Lignin,241.0950083,0.059190603,1,0,0.2,5,0,-1,65.48181818,239.8196478,0.180352246,-0.181818182,0.454545455,1.363636364,0.090909091,0,NA,Lignin,Lignin,Other,65.48181818,-137.9195662,0.103846021,0.091466227,720.3,-1517.115228,1
C11H15O5N5,296.1000764,11,15,5,5,0,0,0,0,CHON,Lignin,297.1073528,-0.115129489,1,0,0,7,2,-3,34.39090909,295.7694484,0.230551634,0.909090909,0.454545455,1.363636364,0.454545455,0,NA,Lignin,Lignin,Protein,34.39090909,-110.895794,0.119822224,0.113284434,378.3,-1219.853734,1
C11H15O6N,256.0826837,11,15,6,1,0,0,0,0,CHON,Lignin,257.0899602,-0.089418002,1,0,0.142857143,5,-1,-2,60.3,255.7967395,0.203260472,0,0.545454545,1.363636364,0.090909091,0,NA,Lignin;Amino Sugar,Lignin,Other,60.3,-135.8370492,0.105178442,0.090545962,663.3,-1494.207541,1
C11H15O7N,272.0775888,11,15,7,1,0,0,0,0,CHON,Lignin,273.0848652,-0.048982996,1,0,0.076923077,5,-2,-3,55.11818182,271.7737845,0.226215515,0.181818182,0.636363636,1.363636364,0.090909091,0,NA,Lignin;Amino Sugar,Lignin,Other,55.11818182,-133.7545322,0.106343645,0.093084986,606.3,-1471.299854,1
C11H16O4,211.097555,11,16,4,0,0,0,0,0,CHO,Lignin,212.1048314,0.129921637,1,0,0.222222222,4,0,0,81.02727273,210.8618416,0.138158438,-0.727272727,0.363636364,1.454545455,0,0,NA,Protein,Lignin,Other,81.02727273,-147.7992847,0.077268324,0.070194064,891.3,-1625.792131,1
C11H16O5,227.092466,11,16,5,0,0,0,0,0,CHO,Lignin,228.0997424,0.136762743,1,0,0.176470588,4,-1,-1,75.84545455,226.8388925,0.161107515,-0.545454545,0.454545455,1.454545455,0,0,NA,Protein,Lignin,Other,75.84545455,-145.7167677,0.083245942,0.075481915,834.3,-1602.884445,1
C11H16O5S,259.0645754,11,16,5,0,0,1,0,0,CHOS,Lignin,260.0718518,-0.028957915,1,0,0.066666667,4,-1,-2,70.66363636,258.7753016,0.224698441,-0.363636364,0.454545455,1.454545455,0,0,NA,Protein,Lignin,Other,70.66363636,-147.2664183,0.089664152,0.079899698,777.3,-1619.930601,1
C11H16O6,243.0873816,11,16,6,0,0,0,0,0,CHO,Lignin,244.0946581,0.123652444,1,0,0.125,4,-2,-2,70.66363636,242.8159481,0.184051946,-0.363636364,0.545454545,1.454545455,0,0,NA,Protein;Amino Sugar,Lignin,Other,70.66363636,-143.6342507,0.089664152,0.081128669,777.3,-1579.976758,1
C11H16O6N2,271.0935785,11,16,6,2,0,0,0,0,CHON,Lignin,272.100855,-0.068854697,1,0,0,5,-1,-3,55.11818182,270.790873,0.209126986,0.181818182,0.545454545,1.454545455,0.181818182,0,NA,Protein;Amino Sugar,Lignin,Protein,55.11818182,-130.1223646,0.106343645,0.09465689,606.3,-1431.346011,1
C11H16O7,259.0823405,11,16,7,0,0,0,0,0,CHO,Lignin,260.089617,-0.054376376,1,0,0.066666667,4,-3,-3,65.48181818,258.7930469,0.206953112,-0.181818182,0.636363636,1.454545455,0,0,NA,Amino Sugar,Lignin,Other,65.48181818,-141.5517337,0.103846021,0.087107273,720.3,-1557.069071,1
C11H16O7N2,287.0885054,11,16,7,2,0,0,0,0,CHON,Lignin,288.0957819,-0.107735588,1,0,0,5,-2,-4,49.93636364,286.7679399,0.23206014,0.363636364,0.636363636,1.454545455,0.181818182,0,NA,Amino Sugar,Lignin,Other,49.93636364,-128.0398477,0.107276498,0.09742991,549.3,-1408.438324,1
C11H16O8,275.0772487,11,16,8,0,0,0,0,0,CHO,Tannin,276.0845252,-0.027945904,1,0,0,4,-4,-4,60.3,274.770095,0.229904974,0,0.727272727,1.454545455,0,0,NA,Other,Tannin,Other,60.3,-139.4692168,0.105178442,0.089110239,663.3,-1534.161385,1
C11H17O5N,242.1033669,11,17,5,1,0,0,0,0,CHON,Protein,243.1106434,0.120489631,1,0,0.066666667,4,-1,-2,70.66363636,241.8330321,0.16696788,-0.363636364,0.454545455,1.545454545,0.090909091,0,NA,Protein,Protein,Other,70.66363636,-140.0020831,0.089664152,0.082375454,777.3,-1540.022915,2
C11H17O5N3,270.1095746,11,17,5,3,0,0,0,0,CHON,Protein,271.1168511,-0.112225983,1,0,0,5,0,-3,55.11818182,269.8079679,0.192032133,0.181818182,0.454545455,1.545454545,0.272727273,0,NA,Protein,Protein,Protein,55.11818182,-126.4901971,0.106343645,0.099360853,606.3,-1391.392168,1
C11H17O6N,258.0983343,11,17,6,1,0,0,0,0,CHON,Protein,259.1056107,-0.090528794,1,0,0,4,-2,-3,65.48181818,257.8101394,0.189860633,-0.181818182,0.545454545,1.545454545,0.090909091,0,NA,Protein;Amino Sugar,Protein,Other,65.48181818,-137.9195662,0.103846021,0.091466227,720.3,-1517.115228,1
