,Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,AI,AI_Mod,DBE,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd,n.mf 
C21H12O14,487.0154217,21,12,14,0,0,0,0,0,CHO,ConHC,488.0226982,0.014180238,4,0.285714286,0.642857143,16,2,2,38.58571429,486.4716159,0.528384063,0.761904762,0.666666667,0.571428571,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other,38.58571429,-130.742479,0.060778264,0.052317077,810.3,-2745.592059,2
C21H14O11,441.0462365,21,14,11,0,0,0,0,0,CHO,ConHC,442.053513,0.222328127,3,0.4,0.612903226,15,4,4,49.44285714,440.5537604,0.446239623,0.380952381,0.523809524,0.666666667,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other,49.44285714,-135.1058479,0.056231102,0.049397455,1038.3,-2837.222805,2
C21H14O12,457.0412916,21,14,12,0,0,0,0,0,CHO,ConHC,458.0485681,-0.092107726,5,0.333333333,0.6,15,3,3,46.72857143,456.5309552,0.469044752,0.476190476,0.571428571,0.666666667,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other,46.72857143,-134.0150057,0.057233537,0.050110194,981.3,-2814.315119,2
C21H14O13,473.0361823,21,14,13,0,0,0,0,0,CHO,ConHC,474.0434587,-0.038380705,5,0.25,0.586206897,15,2,2,44.01428571,472.5079858,0.492014163,0.571428571,0.619047619,0.666666667,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other,44.01428571,-132.9241634,0.058372045,0.050834981,924.3,-2791.407432,2
C21H14O14,489.0310445,21,14,14,0,0,0,0,0,CHO,ConHC,490.038321,0.069758679,5,0.142857143,0.571428571,15,1,1,41.3,488.4849881,0.515011926,0.666666667,0.666666667,0.666666667,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other,41.3,-131.8333212,0.059552956,0.051570979,867.3,-2768.499745,2
C21H14O15,505.0259469,21,14,15,0,0,0,0,0,CHO,ConHC,506.0332233,0.091778675,-1,0,0.555555556,15,0,0,38.58571429,504.4620304,0.537969613,0.761904762,0.714285714,0.666666667,0,0,NA,Other,Cond Hydrocarbon,Other,38.58571429,-130.742479,0.060778264,0.052317077,810.3,-2745.592059,2
C21H16O11,443.061884,21,16,11,0,0,0,0,0,CHO,ConHC,444.0691605,0.227200447,4,0.3,0.548387097,14,3,3,52.15714286,442.5671571,0.432842861,0.285714286,0.523809524,0.761904762,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other,52.15714286,-136.1966901,0.056000545,0.048697381,1095.3,-2860.130492,1
C21H16O12,459.0568713,21,16,12,0,0,0,0,0,CHO,ConHC,460.0641478,0.061354194,4,0.222222222,0.533333333,14,2,2,49.44285714,458.5442843,0.455715718,0.380952381,0.571428571,0.761904762,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other,49.44285714,-135.1058479,0.056231102,0.049397455,1038.3,-2837.222805,2
C21H16O13,475.0517049,21,16,13,0,0,0,0,0,CHO,ConHC,476.0589813,0.229505739,4,0.125,0.517241379,14,1,1,46.72857143,474.5212579,0.478742102,0.476190476,0.619047619,0.761904762,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other,46.72857143,-134.0150057,0.057233537,0.050110194,981.3,-2814.315119,2
C21H16O14,491.0466906,21,16,14,0,0,0,0,0,CHO,ConHC,492.0539671,0.077535111,6,0,0.5,14,0,0,44.01428571,490.4983835,0.501616517,0.571428571,0.666666667,0.761904762,0,0,NA,Tannin;Cond Hydrocarbon,Cond Hydrocarbon,Other,44.01428571,-132.9241634,0.058372045,0.050834981,924.3,-2791.407432,2
C21H16O15,507.0415912,21,16,15,0,0,0,0,0,CHO,ConHC,508.0488677,0.102690714,-1,0,0.481481481,14,-1,-1,41.3,506.475424,0.524575964,0.666666667,0.714285714,0.761904762,0,0,NA,Tannin,Cond Hydrocarbon,Other,41.3,-131.8333212,0.059552956,0.051570979,867.3,-2768.499745,2
C21H16O16,523.0365285,21,16,16,0,0,0,0,0,CHO,ConHC,524.043805,0.05627943,-1,0,0.461538462,14,-2,-2,38.58571429,522.4525012,0.547498753,0.761904762,0.761904762,0.761904762,0,0,NA,Tannin,Cond Hydrocarbon,Other,38.58571429,-130.742479,0.060778264,0.052317077,810.3,-2745.592059,1
C21H16O9,411.0721337,21,16,9,0,0,0,0,0,CHO,ConHC,412.0794102,0.053165076,2,0.416666667,0.575757576,14,5,5,57.58571429,410.6131269,0.386873079,0.095238095,0.428571429,0.761904762,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other,57.58571429,-138.3783746,0.055426036,0.047336822,1209.3,-2905.945866,1
C21H18O10,429.0829209,21,18,10,0,0,0,0,0,CHO,Lignin,430.0901973,-0.466289005,4,0.272727273,0.5,13,3,3,57.58571429,428.6038031,0.396196944,0.095238095,0.476190476,0.857142857,0,0,NA,Lignin,Lignin,Other,57.58571429,-138.3783746,0.055426036,0.047336822,1209.3,-2905.945866,2
C21H18O11,445.0776178,21,18,11,0,0,0,0,0,CHO,Lignin,446.0848943,0.038357891,4,0.2,0.483870968,13,2,2,54.87142857,444.5806402,0.419359801,0.19047619,0.523809524,0.857142857,0,0,NA,Lignin,Lignin,Other,54.87142857,-137.2875323,0.055730152,0.048010407,1152.3,-2883.038179,2
C21H18O12,461.0725007,21,18,12,0,0,0,0,0,CHO,Lignin,462.0797771,0.10586868,4,0.111111111,0.466666667,13,1,1,52.15714286,460.557663,0.442337017,0.285714286,0.571428571,0.857142857,0,0,NA,Lignin,Lignin,Other,52.15714286,-136.1966901,0.056000545,0.048697381,1095.3,-2860.130492,2
C21H18O13,477.0674882,21,18,13,0,0,0,0,0,CHO,Lignin,478.0747647,-0.050207542,6,0,0.448275862,13,0,0,49.44285714,476.5347904,0.465209618,0.380952381,0.619047619,0.857142857,0,0,NA,Lignin,Lignin,Other,49.44285714,-135.1058479,0.056231102,0.049397455,1038.3,-2837.222805,2
C21H18O14,493.0622921,21,18,14,0,0,0,0,0,CHO,Tannin,494.0695686,0.175552495,6,0,0.428571429,13,-1,-1,46.72857143,492.5117343,0.488265675,0.476190476,0.666666667,0.857142857,0,0,NA,Tannin,Tannin,Other,46.72857143,-134.0150057,0.057233537,0.050110194,981.3,-2814.315119,2
C21H18O15,509.0573918,21,18,15,0,0,0,0,0,CHO,Tannin,510.0646683,-0.192818323,-1,0,0.407407407,13,-2,-2,44.01428571,508.4889738,0.511026239,0.571428571,0.714285714,0.857142857,0,0,NA,Tannin,Tannin,Other,44.01428571,-132.9241634,0.058372045,0.050834981,924.3,-2791.407432,2
C21H18O16,525.0521307,21,18,16,0,0,0,0,0,CHO,Tannin,526.0594072,0.147053313,-1,0,0.384615385,13,-3,-3,41.3,524.4658528,0.534147194,0.666666667,0.761904762,0.857142857,0,0,NA,Tannin,Tannin,Other,41.3,-131.8333212,0.059552956,0.051570979,867.3,-2768.499745,2
C21H18O7S,413.0701843,21,18,7,0,0,1,0,0,CHOS,Lignin,414.0774608,-0.33122228,4,0.384615385,0.515151515,13,6,5,63.01428571,412.6089464,0.391053551,-0.095238095,0.333333333,0.857142857,0,0,NA,Lignin,Lignin,Other,63.01428571,-142.462623,0.054737006,0.04565548,1323.3,-2991.715082,1
C21H18O9,413.087795,21,18,9,0,0,0,0,0,CHO,Lignin,414.0950715,0.025745899,2,0.333333333,0.515151515,13,4,4,60.3,412.6265375,0.373462474,0,0.428571429,0.857142857,0,0,NA,Lignin,Lignin,Other,60.3,-139.4692168,0.05509347,0.046676792,1266.3,-2928.853552,2
C21H19O24N2S2P,776.9430634,21,19,24,2,0,2,1,0,CHONSP,Other,777.9503398,0.433990673,-1,0,0,14,-10,-15,14.15714286,776.0755218,0.924478215,1.619047619,1.142857143,0.904761905,0.095238095,0.047619048,2,Other,Other,Phytochemical,14.15714286,-124.7300269,0.07413824,0.057364328,297.3,-2619.330565,2
C21H19O5P,381.0898021,21,19,5,0,0,0,1,0,CHOP,Lignin,382.0970785,-0.178737816,2,0.466666667,0.542857143,13,8,7,79.3,380.6642738,0.335726219,-0.666666667,0.238095238,0.904761905,0,0.047619048,0,Other,Lignin,Phytochemical,79.3,-150.9102403,0.041493436,0.037067659,1665.3,-3169.115046,1
C21H20O10,431.098388,21,20,10,0,0,0,0,0,CHO,Lignin,432.1056644,-0.040625434,4,0.181818182,0.4375,12,2,2,60.3,430.6170196,0.382980361,0,0.476190476,0.952380952,0,0,NA,Lignin,Lignin,Other,60.3,-139.4692168,0.05509347,0.046676792,1266.3,-2928.853552,2
C21H20O11,447.09323,21,20,11,0,0,0,0,0,CHO,Lignin,448.1005065,0.122725335,4,0.1,0.419354839,12,1,1,57.58571429,446.5940017,0.40599827,0.095238095,0.523809524,0.952380952,0,0,NA,Lignin,Lignin,Other,57.58571429,-138.3783746,0.055426036,0.047336822,1209.3,-2905.945866,1
C21H20O12,463.0881954,21,20,12,0,0,0,0,0,CHO,Lignin,464.0954719,0.009108664,5,0,0.4,12,0,0,54.87142857,462.571107,0.428893003,0.19047619,0.571428571,0.952380952,0,0,NA,Lignin,Lignin,Other,54.87142857,-137.2875323,0.055730152,0.048010407,1152.3,-2883.038179,2
C21H20O13,479.0830028,21,20,13,0,0,0,0,0,CHO,Lignin,480.0902793,0.232114917,4,0,0.379310345,12,-1,-1,52.15714286,478.5480545,0.451945535,0.285714286,0.619047619,0.952380952,0,0,NA,Lignin,Lignin,Other,52.15714286,-136.1966901,0.056000545,0.048697381,1095.3,-2860.130492,2
C21H20O14,495.0780179,21,20,14,0,0,0,0,0,CHO,Tannin,496.0852943,0.022208943,6,0,0.357142857,12,-2,-2,49.44285714,494.5252093,0.474790671,0.380952381,0.666666667,0.952380952,0,0,NA,Tannin,Tannin,Other,49.44285714,-135.1058479,0.056231102,0.049397455,1038.3,-2837.222805,2
C21H20O15,511.0729714,21,20,15,0,0,0,0,0,CHO,Tannin,512.0802478,-0.054406,-1,0,0.333333333,12,-3,-3,46.72857143,510.5023027,0.497697279,0.476190476,0.714285714,0.952380952,0,0,NA,Tannin,Tannin,Other,46.72857143,-134.0150057,0.057233537,0.050110194,981.3,-2814.315119,2
C21H20O16,527.0679337,21,20,16,0,0,0,0,0,CHO,Tannin,528.0752101,-0.143057187,-1,0,0.307692308,12,-4,-4,44.01428571,526.4794049,0.52059509,0.571428571,0.761904762,0.952380952,0,0,NA,Tannin,Tannin,Other,44.01428571,-132.9241634,0.058372045,0.050834981,924.3,-2791.407432,2
C21H20O8,399.1086044,21,20,8,0,0,0,0,0,CHO,Lignin,400.1158809,-0.158169945,2,0.307692308,0.470588235,12,4,4,65.72857143,398.6629562,0.337043795,-0.19047619,0.380952381,0.952380952,0,0,NA,Lignin,Lignin,Other,65.72857143,-141.6509012,0.054360583,0.045653878,1380.3,-2974.668926,1
C21H20O9,415.1034568,21,20,9,0,0,0,0,0,CHO,Lignin,416.1107333,-0.002540746,2,0.25,0.454545455,12,3,3,63.01428571,414.6399486,0.360051397,-0.095238095,0.428571429,0.952380952,0,0,NA,Lignin,Lignin,Other,63.01428571,-140.560059,0.054737006,0.046030387,1323.3,-2951.761239,2
C21H22O10,433.1139658,21,22,10,0,0,0,0,0,CHO,Lignin,434.1212423,0.125938013,3,0.090909091,0.375,11,1,1,63.01428571,432.6303469,0.369653136,-0.095238095,0.476190476,1.047619048,0,0,NA,Lignin,Lignin,Other,63.01428571,-140.560059,0.054737006,0.046030387,1323.3,-2951.761239,2
C21H22O11,449.1089599,21,22,11,0,0,0,0,0,CHO,Lignin,450.1162363,-0.055096121,5,0,0.35483871,11,0,0,60.3,448.6074808,0.392519195,0,0.523809524,1.047619048,0,0,NA,Lignin,Lignin,Other,60.3,-139.4692168,0.05509347,0.046676792,1266.3,-2928.853552,1
C21H22O12,465.1038259,21,22,12,0,0,0,0,0,CHO,Lignin,466.1111023,0.051137267,4,0,0.333333333,11,-1,-1,57.58571429,464.5844868,0.415513218,0.095238095,0.571428571,1.047619048,0,0,NA,Lignin,Lignin,Other,57.58571429,-138.3783746,0.055426036,0.047336822,1209.3,-2905.945866,2
C21H22O13,481.0987747,21,22,13,0,0,0,0,0,CHO,Lignin,482.1060512,-0.021563405,6,0,0.310344828,11,-2,-2,54.87142857,480.5615755,0.438424467,0.19047619,0.619047619,1.047619048,0,0,NA,Lignin,Lignin,Other,54.87142857,-137.2875323,0.055730152,0.048010407,1152.3,-2883.038179,1
C21H22O14,497.0937782,21,22,14,0,0,0,0,0,CHO,Tannin,498.1010546,-0.19918285,6,0,0.285714286,11,-3,-3,52.15714286,496.5387188,0.461281192,0.285714286,0.666666667,1.047619048,0,0,NA,Tannin,Tannin,Other,52.15714286,-136.1966901,0.056000545,0.048697381,1095.3,-2860.130492,1
C21H22O15,513.0885835,21,22,15,0,0,0,0,0,CHO,Tannin,514.09586,0.019617019,-1,0,0.259259259,11,-4,-4,49.44285714,512.5156642,0.48433581,0.380952381,0.714285714,1.047619048,0,0,NA,Tannin,Tannin,Other,49.44285714,-135.1058479,0.056231102,0.049397455,1038.3,-2837.222805,2
C21H22O16,529.0836238,21,22,16,0,0,0,0,0,CHO,Tannin,530.0909002,-0.218043367,-1,0,0.230769231,11,-5,-5,46.72857143,528.4928443,0.507155725,0.476190476,0.761904762,1.047619048,0,0,NA,Tannin,Tannin,Other,46.72857143,-134.0150057,0.057233537,0.050110194,981.3,-2814.315119,2
C21H22O9,417.1191101,21,22,9,0,0,0,0,0,CHO,Lignin,418.1263865,-0.010151047,2,0.166666667,0.393939394,11,2,2,65.72857143,416.6533512,0.346648842,-0.19047619,0.428571429,1.047619048,0,0,NA,Lignin,Lignin,Other,65.72857143,-141.6509012,0.054360583,0.045653878,1380.3,-2974.668926,1
C21H23O3N3S,396.1389084,21,23,3,3,0,1,0,0,CHONS,Lignin,397.1461849,-0.43458209,3,0.357142857,0.419354839,12,9,5,68.44285714,395.6965762,0.303423808,-0.285714286,0.142857143,1.095238095,0.142857143,0,NA,Unsat Hydrocarbon,Lignin,Protein,68.44285714,-138.9366155,0.048816823,0.044530815,1437.3,-2917.668926,1
C21H23O3SP,385.1035059,21,23,3,0,0,1,1,0,CHOSP,Lignin,386.1107824,-0.597134725,2,0.375,0.428571429,11,8,6,87.44285714,384.6734959,0.326504117,-0.952380952,0.142857143,1.095238095,0,0.047619048,0,Unsat Hydrocarbon,Lignin,Phytochemical,87.44285714,-156.0853309,0.036882904,0.03275492,1836.3,-3277.791949,1
C21H23O4N3S2,444.105709,21,23,4,3,0,2,0,0,CHONS,Lignin,445.1129854,0.027370115,2,0.25,0.357142857,12,8,3,63.01428571,443.6098166,0.390183429,-0.095238095,0.19047619,1.095238095,0.142857143,0,NA,Other,Lignin,Protein,63.01428571,-138.657495,0.054737006,0.046568557,1323.3,-2911.807396,1
C21H24O10,435.1296329,21,24,10,0,0,0,0,0,CHO,Lignin,436.1369094,0.086209171,3,0,0.3125,10,0,0,65.72857143,434.6437633,0.35623671,-0.19047619,0.476190476,1.142857143,0,0,NA,Lignin,Lignin,Other,65.72857143,-141.6509012,0.054360583,0.045653878,1380.3,-2974.668926,2
C21H24O11,451.124616,21,24,11,0,0,0,0,0,CHO,Lignin,452.1318925,-0.068238982,5,0,0.290322581,10,-1,-1,63.01428571,450.6208862,0.379113777,-0.095238095,0.523809524,1.142857143,0,0,NA,Lignin,Lignin,Other,63.01428571,-140.560059,0.054737006,0.046030387,1323.3,-2951.761239,2
C21H24O12,467.1195422,21,24,12,0,0,0,0,0,CHO,Lignin,468.1268187,-0.09073024,5,0,0.266666667,10,-2,-2,60.3,466.5979524,0.402047612,0,0.571428571,1.142857143,0,0,NA,Lignin,Lignin,Other,60.3,-139.4692168,0.05509347,0.046676792,1266.3,-2928.853552,2
C21H24O13,483.1144642,21,24,13,0,0,0,0,0,CHO,Lignin,484.1217407,-0.102929909,6,0,0.24137931,10,-3,-3,57.58571429,482.5750143,0.424985705,0.095238095,0.619047619,1.142857143,0,0,NA,Lignin,Lignin,Other,57.58571429,-138.3783746,0.055426036,0.047336822,1209.3,-2905.945866,2
C21H24O14,499.1093112,21,24,14,0,0,0,0,0,CHO,Tannin,500.1165877,0.03552351,-1,0,0.214285714,10,-4,-4,54.87142857,498.5520013,0.447998669,0.19047619,0.666666667,1.142857143,0,0,NA,Tannin,Tannin,Other,54.87142857,-137.2875323,0.055730152,0.048010407,1152.3,-2883.038179,1
C21H24O15,515.1042917,21,24,15,0,0,0,0,0,CHO,Tannin,516.1115682,-0.093113595,-1,0,0.185185185,10,-5,-5,52.15714286,514.5291216,0.470878362,0.285714286,0.714285714,1.142857143,0,0,NA,Tannin,Tannin,Other,52.15714286,-136.1966901,0.056000545,0.048697381,1095.3,-2860.130492,1
C21H24O8,403.1398463,21,24,8,0,0,0,0,0,CHO,Lignin,404.1471228,-0.012388428,2,0.153846154,0.352941176,10,2,2,71.15714286,402.6896967,0.310303267,-0.380952381,0.380952381,1.142857143,0,0,NA,Lignin,Lignin,Other,71.15714286,-143.8325857,0.046636115,0.042205651,1494.3,-3020.484299,1
C21H24O9,419.1347745,21,24,9,0,0,0,0,0,CHO,Lignin,420.142051,-0.044228823,3,0.083333333,0.333333333,10,1,1,68.44285714,418.6667649,0.333235149,-0.285714286,0.428571429,1.142857143,0,0,NA,Lignin,Lignin,Other,68.44285714,-142.7417434,0.048816823,0.043825972,1437.3,-2997.576612,2
C21H25O4NS,386.1432857,21,25,4,1,0,1,0,0,CHONS,Lignin,387.1505622,-0.344090653,3,0.266666667,0.352941176,10,6,4,76.58571429,385.7121147,0.287885308,-0.571428571,0.19047619,1.19047619,0.047619048,0,NA,Other,Lignin,Other,76.58571429,-146.0142701,0.043144154,0.039131376,1608.3,-3066.299673,1
C21H25ONS2,370.130589,21,25,1,1,0,2,0,0,CHONS,UnsatHC,371.1378655,-0.295431986,1,0.352941176,0.371428571,10,9,6,82.01428571,369.7172979,0.282702133,-0.761904762,0.047619048,1.19047619,0.047619048,0,NA,Other,Unsat Hydrocarbon,Other,82.01428571,-150.0985185,0.039901689,0.035967349,1722.3,-3152.068889,1
C21H26O10,437.1453651,21,26,10,0,0,0,0,0,CHO,Lignin,438.1526416,-0.101581332,3,0,0.25,9,-1,-1,68.44285714,436.6572447,0.342755323,-0.285714286,0.476190476,1.238095238,0,0,NA,Lignin,Lignin,Other,68.44285714,-142.7417434,0.048816823,0.043825972,1437.3,-2997.576612,2
C21H26O11,453.140211,21,26,11,0,0,0,0,0,CHO,Lignin,454.1474875,0.053204448,4,0,0.225806452,9,-2,-2,65.72857143,452.6342306,0.36576936,-0.19047619,0.523809524,1.238095238,0,0,NA,Lignin,Lignin,Other,65.72857143,-141.6509012,0.054360583,0.045653878,1380.3,-2974.668926,2
C21H26O12,469.1350525,21,26,12,0,0,0,0,0,CHO,Lignin,470.142329,0.206958017,4,0,0.2,9,-3,-3,63.01428571,468.6112121,0.388787858,-0.095238095,0.571428571,1.238095238,0,0,NA,Lignin,Lignin,Other,63.01428571,-140.560059,0.054737006,0.046030387,1323.3,-2951.761239,2
C21H26O13,485.1300644,21,26,13,0,0,0,0,0,CHO,Lignin,486.1373408,0.000203057,5,0,0.172413793,9,-4,-4,60.3,484.5883638,0.411636208,0,0.619047619,1.238095238,0,0,NA,Lignin,Lignin,Other,60.3,-139.4692168,0.05509347,0.046676792,1266.3,-2928.853552,2
C21H26O14,501.1248479,21,26,14,0,0,0,0,0,CHO,Tannin,502.1321244,0.261256185,-1,0,0.142857143,9,-5,-5,57.58571429,500.5652874,0.43471259,0.095238095,0.666666667,1.238095238,0,0,NA,Tannin,Tannin,Other,57.58571429,-138.3783746,0.055426036,0.047336822,1209.3,-2905.945866,2
C21H26O14N3P,574.1081053,21,26,14,3,0,0,1,0,CHONP,Tannin,575.1153817,-0.248089167,-1,0,0,11,-3,-7,52.15714286,573.467051,0.532948957,0.285714286,0.666666667,1.238095238,0.142857143,0.047619048,3,Tannin,Tannin,Other,52.15714286,-134.2941261,0.056000545,0.049139044,1095.3,-2820.176649,1
C21H26O4S,373.1477331,21,26,4,0,0,1,0,0,CHOS,Lignin,374.1550095,0.455638598,2,0.25,0.333333333,9,5,4,82.01428571,372.731073,0.268927026,-0.761904762,0.19047619,1.238095238,0,0,NA,Other,Lignin,Other,82.01428571,-150.0985185,0.039901689,0.035967349,1722.3,-3152.068889,1
C21H26O6,373.1657318,21,26,6,0,0,0,0,0,CHO,Lignin,374.1730083,-0.186300892,1,0.2,0.333333333,9,3,3,79.3,372.7490516,0.250948381,-0.666666667,0.285714286,1.238095238,0,0,NA,Lignin,Lignin,Other,79.3,-147.1051123,0.041493436,0.037671824,1665.3,-3089.207359,1
C21H26O7,389.1605387,21,26,7,0,0,0,0,0,CHO,Lignin,390.1678152,0.097413121,2,0.142857143,0.314285714,9,2,2,76.58571429,388.7259986,0.274001419,-0.571428571,0.333333333,1.238095238,0,0,NA,Lignin,Lignin,Other,76.58571429,-146.0142701,0.043144154,0.039131376,1608.3,-3066.299673,1
C21H26O8,405.1555362,21,26,8,0,0,0,0,0,CHO,Lignin,406.1628127,-0.110417764,1,0.076923077,0.294117647,9,1,1,73.87142857,404.7031359,0.296864099,-0.476190476,0.380952381,1.238095238,0,0,NA,Lignin,Lignin,Other,73.87142857,-144.9234279,0.044857182,0.040641751,1551.3,-3043.391986,1
C21H26O9,421.1504292,21,26,9,0,0,0,0,0,CHO,Lignin,422.1577057,-0.055135423,2,0,0.272727273,9,0,0,71.15714286,420.6801689,0.319831089,-0.380952381,0.428571429,1.238095238,0,0,NA,Lignin,Lignin,Other,71.15714286,-143.8325857,0.046636115,0.042205651,1494.3,-3020.484299,2
C21H27O10P,469.1270251,21,27,10,0,0,0,1,0,CHOP,Lignin,470.1343016,-0.251001347,4,0,0.2,9,-1,-2,76.58571429,468.6031937,0.396806292,-0.571428571,0.476190476,1.285714286,0,0.047619048,0,Lignin,Lignin,Phytochemical,76.58571429,-149.8193981,0.043144154,0.038506432,1608.3,-3146.207359,1
C21H27O11P,485.1220307,21,27,11,0,0,0,1,0,CHOP,Lignin,486.1293071,-0.429743605,6,0,0.172413793,9,-2,-3,73.87142857,484.5803391,0.419660929,-0.476190476,0.523809524,1.285714286,0,0.047619048,0,Lignin,Lignin,Phytochemical,73.87142857,-148.7285558,0.044857182,0.039994937,1551.3,-3123.299673,1
C21H27O12P,501.116864,21,27,12,0,0,0,1,0,CHOP,Lignin,502.1241405,-0.254144173,-1,0,0.142857143,9,-3,-4,71.15714286,500.5573124,0.44268758,-0.380952381,0.571428571,1.285714286,0,0.047619048,0,Lignin,Lignin,Phytochemical,71.15714286,-147.6377136,0.046636115,0.041535799,1494.3,-3100.391986,1
C21H27O9P,453.1314914,21,27,9,0,0,0,1,0,CHOP,Lignin,454.1387679,1.103365868,4,0,0.225806452,9,0,-1,79.3,452.6255208,0.374479244,-0.666666667,0.428571429,1.285714286,0,0.047619048,0,Lignin,Lignin,Phytochemical,79.3,-150.9102403,0.041493436,0.037067659,1665.3,-3169.115046,2
C21H28O10,439.1609425,21,28,10,0,0,0,0,0,CHO,Lignin,440.168219,0.063894378,3,0,0.1875,8,-2,-2,71.15714286,438.6705715,0.329428503,-0.380952381,0.476190476,1.333333333,0,0,NA,Lignin,Lignin,Other,71.15714286,-143.8325857,0.046636115,0.042205651,1494.3,-3020.484299,1
C21H28O11,455.1558023,21,28,11,0,0,0,0,0,CHO,Lignin,456.1630787,0.181995047,4,0,0.161290323,8,-3,-3,68.44285714,454.6475712,0.352428779,-0.285714286,0.523809524,1.333333333,0,0,NA,Lignin,Lignin,Other,68.44285714,-142.7417434,0.048816823,0.043825972,1437.3,-2997.576612,3
C21H28O12,471.1506882,21,28,12,0,0,0,0,0,CHO,Lignin,472.1579647,0.236556055,4,0,0.133333333,8,-4,-4,65.72857143,470.6245971,0.375402862,-0.19047619,0.571428571,1.333333333,0,0,NA,Lignin,Lignin,Other,65.72857143,-141.6509012,0.054360583,0.045653878,1380.3,-2974.668926,1
C21H28O13,487.1456408,21,28,13,0,0,0,0,0,CHO,Lignin,488.1529173,0.151039533,4,0,0.103448276,8,-5,-5,63.01428571,486.6016896,0.398310386,-0.095238095,0.619047619,1.333333333,0,0,NA,Lignin,Lignin,Other,63.01428571,-140.560059,0.054737006,0.046030387,1323.3,-2951.761239,2
C21H28O5,359.1864203,21,28,5,0,0,0,0,0,CHO,Lignin,360.1936967,-0.063060659,1,0.1875,0.297297297,8,3,3,84.72857143,358.7853495,0.214650509,-0.857142857,0.238095238,1.333333333,0,0,NA,Other,Lignin,Other,84.72857143,-149.2867968,0.038365809,0.034895264,1779.3,-3135.022733,1
C21H28O5N2,387.1923704,21,28,5,2,0,0,0,0,CHON,Lignin,388.1996468,0.451263855,1,0.142857143,0.272727273,9,4,2,76.58571429,386.7600279,0.239972087,-0.571428571,0.238095238,1.333333333,0.095238095,0,NA,Other,Lignin,Other,76.58571429,-142.2091422,0.043144154,0.039765455,1608.3,-2986.391986,2
C21H28O6,375.1812892,21,28,6,0,0,0,0,0,CHO,Lignin,376.1885657,0.061016828,1,0.133333333,0.277777778,8,2,2,82.01428571,374.7623584,0.237641569,-0.761904762,0.285714286,1.333333333,0,0,NA,Lignin,Lignin,Other,82.01428571,-148.1959546,0.039901689,0.036260573,1722.3,-3112.115046,1
C21H28O7,391.1762035,21,28,7,0,0,0,0,0,CHO,Lignin,392.18348,0.059279745,2,0.071428571,0.257142857,8,1,1,79.3,390.7394127,0.260587305,-0.666666667,0.333333333,1.333333333,0,0,NA,Lignin,Lignin,Other,79.3,-147.1051123,0.041493436,0.037671824,1665.3,-3089.207359,1
C21H28O8,407.1712237,21,28,8,0,0,0,0,0,CHO,Lignin,408.1785001,-0.201559948,1,0,0.235294118,8,0,0,76.58571429,406.7165727,0.283427345,-0.571428571,0.380952381,1.333333333,0,0,NA,Lignin,Lignin,Other,76.58571429,-146.0142701,0.043144154,0.039131376,1608.3,-3066.299673,1
C21H28O9,423.1661225,21,28,9,0,0,0,0,0,CHO,Lignin,424.173399,-0.15673777,1,0,0.212121212,8,-1,-1,73.87142857,422.6936114,0.306388558,-0.476190476,0.428571429,1.333333333,0,0,NA,Lignin,Lignin,Other,73.87142857,-144.9234279,0.044857182,0.040641751,1551.3,-3043.391986,2
C21H29O10P,471.1426129,21,29,10,0,0,0,1,0,CHOP,Lignin,472.1498893,-0.117892356,5,0,0.133333333,8,-2,-3,79.3,470.6165308,0.383469193,-0.666666667,0.476190476,1.380952381,0,0.047619048,0,Lignin,Lignin,Lipid,79.3,-150.9102403,0.041493436,0.037067659,1665.3,-3169.115046,1
C21H29O11P,487.1375846,21,29,11,0,0,0,1,0,CHOP,Lignin,488.1448611,-0.231111508,6,0,0.103448276,8,-3,-4,76.58571429,486.5936425,0.406357546,-0.571428571,0.523809524,1.380952381,0,0.047619048,0,Lignin,Lignin,Lipid,76.58571429,-149.8193981,0.043144154,0.038506432,1608.3,-3146.207359,1
C21H29O12P,503.1326318,21,29,12,0,0,0,1,0,CHOP,Lignin,504.1399082,-0.48659957,-1,0,0.071428571,8,-4,-5,73.87142857,502.5708294,0.429170638,-0.476190476,0.571428571,1.380952381,0,0.047619048,0,Lignin;Amino Sugar,Lignin,Lipid,73.87142857,-148.7285558,0.044857182,0.039994937,1551.3,-3123.299673,1
