"","Mass","C","H","O","N","C13","S","P","Na","El_comp","Class","NeutralMass","Error_ppm","Candidates","AI","AI_Mod","DBE","DBE_O","DBE_AI","GFE","kmass.CH2","kdefect.CH2","NOSC","OtoC_ratio","HtoC_ratio","NtoC_ratio","PtoC_ratio","NtoP_ratio","bs1_class","bs2_class","bs3_class","delGcox0PerCmol","delGcoxPerCmol","lamO20","lamO2","delGd0","delGd","n.mf" 
"C20H22O11N2",465.115136,20,22,11,2,0,0,0,0,"CHON","Lignin",466.1224125,-0.113534042,5,0,0.28,11,0,-2,51.75,464.5957843,0.404215702,0.3,0.55,1.1,0.1,0,NA,"Lignin","Lignin","Other",51.75,-132.037679434023,0.0588397216218347,0.0522261385202373,1035,-2640.75358868046,1
"C20H22O11S",469.0809014,20,22,11,0,0,1,0,0,"CHOS","Lignin",470.0881779,0.222062847,5,0,0.259259259,10,-1,-2,57.45,468.5571215,0.442878542,0.1,0.55,1.1,0,0,NA,"Lignin","Lignin","Other",57.45,-140.321524608351,0.0582140563581955,0.0492918790214201,1149,-2806.43049216702,3
"C20H22O12",453.1037558,20,22,12,0,0,0,0,0,"CHO","Lignin",454.1110323,0.20680899,4,0,0.285714286,10,-2,-2,57.45,452.5978161,0.402183911,0.1,0.6,1.1,0,0,NA,"Lignin","Lignin","Other",57.45,-138.32383244059,0.0582140563581956,0.0497386889020035,1149,-2766.4766488118,2
"C20H22O13",469.0986993,20,22,13,0,0,0,0,0,"CHO","Tannin",470.1059758,0.138253074,4,0,0.259259259,10,-3,-3,54.6,468.5748995,0.425100465,0.2,0.65,1.1,0,0,NA,"Lignin;Tannin","Lignin","Other",54.6,-137.178448105068,0.0585467428967012,0.0504824310844324,1092,-2743.56896210135,2
"C20H22O13N2",497.1051501,20,22,13,2,0,0,0,0,"CHON","Tannin",498.1124266,-0.477394308,7,0,0.217391304,11,-2,-4,46.05,496.5500781,0.449921919,0.5,0.65,1.1,0.1,0,NA,"Lignin;Tannin","Lignin","Other",46.05,-129.746910762979,0.0603900099833459,0.0538793130808392,921,-2594.93821525957,1
"C20H22O14",485.0936172,20,22,14,0,0,0,0,0,"CHO","Tannin",486.1008937,0.126974509,7,0,0.230769231,10,-4,-4,51.75,484.5519574,0.44804264,0.3,0.7,1.1,0,0,NA,"Tannin","Tannin","Other",51.75,-136.033063769545,0.0588397216218347,0.0512416438389718,1035,-2720.66127539091,2
"C20H22O15",501.0885018,20,22,15,0,0,0,0,0,"CHO","Tannin",502.0957783,0.182692305,-1,0,0.2,10,-5,-5,48.9,500.5289819,0.471018056,0.4,0.75,1.1,0,0,NA,"Tannin","Tannin","Other",48.9,-134.887679434023,0.0591695654309851,0.0520159564513039,978,-2697.75358868046,2
"C20H22O16",517.0835974,20,22,16,0,0,0,0,0,"CHO","Tannin",518.0908739,-0.172161574,-1,0,0.166666667,10,-6,-6,46.05,516.5062172,0.493782776,0.5,0.8,1.1,0,0,NA,"Tannin","Tannin","Other",46.05,-133.742295098501,0.0603900099833459,0.0528048038701466,921,-2674.84590197002,2
"C20H22O17",533.0786852,20,22,17,0,0,0,0,0,"CHO","Tannin",534.0859617,-0.491322364,-1,0,0.130434783,10,-7,-7,43.2,532.4834448,0.516555199,0.6,0.85,1.1,0,0,NA,"Tannin","Tannin","Other",43.2,-132.596910762979,0.0616578649368586,0.05360738032657,864,-2651.93821525957,1
"C20H22O5",341.1394885,20,22,5,0,0,0,0,0,"CHO","Lignin",342.1467649,-0.120127927,1,0.333333333,0.428571429,10,5,5,77.4,340.7585691,0.241430949,-0.6,0.25,1.1,0,0,NA,"Other","Lignin","Other",77.4,-146.341522789246,0.0447746804345579,0.0406227067597142,1548,-2926.83045578491,1
"C20H22O6",357.134414,20,22,6,0,0,0,0,0,"CHO","Lignin",358.1416905,-0.145346051,2,0.285714286,0.411764706,10,4,4,74.55,356.7356345,0.264365451,-0.5,0.3,1.1,0,0,NA,"Lignin","Lignin","Other",74.55,-145.196138453723,0.0466440358028906,0.0422722102775766,1491,-2903.92276907447,1
"C20H22O8",389.1242045,20,22,8,0,0,0,0,0,"CHO","Lignin",390.131481,-0.034174248,2,0.166666667,0.375,10,2,2,68.85,388.689705,0.310295015,-0.3,0.4,1.1,0,0,NA,"Lignin","Lignin","Other",68.85,-142.905369782679,0.0506130614033209,0.0457581673759333,1377,-2858.10739565358,1
"C20H22O9",405.1190623,20,22,9,0,0,0,0,0,"CHO","Lignin",406.1263388,0.107090661,2,0.090909091,0.35483871,10,1,1,66,404.6667028,0.333297218,-0.2,0.45,1.1,0,0,NA,"Lignin","Lignin","Other",66,-141.759985447157,0.0570380772666314,0.0479662829783809,1320,-2835.19970894313,1
"C20H23O10N",436.1250197,20,23,10,1,0,0,0,0,"CHON","Lignin",437.1322961,-0.229132895,4,0,0.285714286,10,0,-1,60.3,435.6380386,0.361961434,0,0.5,1.15,0.05,0,NA,"Lignin","Lignin","Other",60.3,-137.471524608351,0.0578481432702228,0.049443422504738,1206,-2749.43049216702,1
"C20H23O10P",453.0957146,20,23,10,0,0,0,1,0,"CHOP","Lignin",454.1029911,-0.236922416,4,0,0.285714286,10,0,-1,71.7,452.5897839,0.410216133,-0.4,0.5,1.15,0,0.05,0,"Lignin","Lignin","Phytochemical",71.7,-148.046138453723,0.048588618064636,0.0432498237259862,1434,-2960.92276907447,1
"C20H23O11N",452.1199139,20,23,11,1,0,0,0,0,"CHON","Lignin",453.1271903,-0.175981719,5,0,0.259259259,10,-1,-2,57.45,451.6150727,0.384927273,0.1,0.55,1.15,0.05,0,NA,"Lignin","Lignin","Other",57.45,-136.326140272829,0.0582140563581955,0.0501893869253821,1149,-2726.52280545657,2
"C20H23O11P",469.0906533,20,23,11,0,0,0,1,0,"CHOP","Lignin",470.0979298,-0.280111454,6,0,0.259259259,10,-1,-2,68.85,468.5668625,0.43313751,-0.3,0.55,1.15,0,0.05,0,"Lignin","Lignin","Phytochemical",68.85,-146.900754118201,0.050613061403321,0.044997272479518,1377,-2938.01508236402,1
"C20H23O12N",468.1147294,20,23,12,1,0,0,0,0,"CHON","Lignin",469.1220059,0.0412485,6,0,0.230769231,10,-2,-3,54.6,467.5920283,0.407971698,0.2,0.6,1.15,0.05,0,NA,"Lignin","Lignin","Other",54.6,-135.180755937306,0.0585467428967013,0.0509521706813296,1092,-2703.61511874613,1
"C20H23O12P",485.0855526,20,23,12,0,0,0,1,0,"CHOP","Lignin",486.0928291,-0.239416624,6,0,0.230769231,10,-2,-3,66,484.5439018,0.456098236,-0.2,0.6,1.15,0,0.05,0,"Lignin","Lignin","Phytochemical",66,-145.755369782679,0.0570380772666313,0.0468114643563214,1320,-2915.10739565358,1
"C20H23O13P",501.080502,20,23,13,0,0,0,1,0,"CHOP","Tannin",502.0877785,-0.301098775,-1,0,0.2,10,-3,-4,63.15,500.5209911,0.479008918,-0.1,0.65,1.15,0,0.05,0,"Lignin;Tannin","Lignin","Phytochemical",63.15,-144.609985447157,0.057454559833195,0.0474767854493959,1263,-2892.19970894313,1
"C20H23O15N",516.0993717,20,23,15,1,0,0,0,0,"CHON","Tannin",517.1066481,0.233865041,-1,0,0.130434783,10,-5,-6,46.05,515.5230905,0.476909494,0.5,0.75,1.15,0.05,0,NA,"Tannin","Tannin","Other",46.05,-131.74460293074,0.0603900099833459,0.0533395118258657,921,-2634.8920586148,1
"C20H23O7N",388.1401722,20,23,7,1,0,0,0,0,"CHON","Lignin",389.1474487,0.008838555,2,0.166666667,0.35483871,10,3,2,68.85,387.7067714,0.293228592,-0.3,0.35,1.15,0.05,0,NA,"Lignin","Lignin","Other",68.85,-140.907677614918,0.050613061403321,0.0461432040796185,1377,-2818.15355229835,1
"C20H23O8N",404.1351085,20,23,8,1,0,0,0,0,"CHON","Lignin",405.1423849,-0.044995624,3,0.090909091,0.333333333,10,2,1,66,403.6838476,0.316152389,-0.2,0.4,1.15,0.05,0,NA,"Lignin","Lignin","Other",66,-139.762293279395,0.0570380772666313,0.0492712258845086,1320,-2795.24586558791,1
"C20H23O9P",437.1009114,20,23,9,0,0,0,1,0,"CHOP","Lignin",438.1081878,-0.499819993,3,0,0.310344828,10,1,0,74.55,436.6128406,0.387159427,-0.5,0.45,1.15,0,0.05,0,"Lignin","Lignin","Phytochemical",74.55,-149.191522789246,0.0466440358028906,0.0415655014584746,1491,-2983.83045578491,1
"C20H24O10",423.1296813,20,24,10,0,0,0,0,0,"CHO","Lignin",424.1369578,-0.025376593,3,0,0.266666667,9,-1,-1,66,422.6572109,0.342789095,-0.2,0.5,1.2,0,0,NA,"Lignin","Lignin","Other",66,-141.759985447157,0.0570380772666313,0.0479662829783808,1320,-2835.19970894313,1
"C20H24O10S",455.1016835,20,24,10,0,0,1,0,0,"CHOS","Lignin",456.10896,0.126567865,5,0,0.214285714,9,-1,-2,63.15,454.5935129,0.40648712,-0.1,0.5,1.2,0,0,NA,"Lignin","Lignin","Other",63.15,-142.612293279395,0.0574545598331949,0.0478858631304737,1263,-2852.24586558791,1
"C20H24O11",439.1246064,20,24,11,0,0,0,0,0,"CHO","Lignin",440.1318829,-0.048277343,4,0,0.24137931,9,-2,-2,63.15,438.6342759,0.365724063,-0.1,0.55,1.2,0,0,NA,"Lignin","Lignin","Other",63.15,-140.614601111634,0.0574545598331949,0.0482983460263744,1263,-2812.29202223269,2
"C20H24O11S",471.0965112,20,24,11,0,0,1,0,0,"CHOS","Lignin",472.1037877,0.306366357,6,0,0.185185185,9,-2,-3,60.3,470.5704806,0.429519373,0,0.55,1.2,0,0,NA,"Lignin","Lignin","Other",60.3,-141.466908943873,0.0578481432702228,0.0485814992587704,1206,-2829.33817887746,3
"C20H24O12",455.1194736,20,24,12,0,0,0,0,0,"CHO","Lignin",456.12675,0.057436243,4,0,0.214285714,9,-3,-3,60.3,454.6112831,0.3887169,0,0.6,1.2,0,0,NA,"Lignin","Lignin","Other",60.3,-139.469216776112,0.0578481432702229,0.0490106312746413,1206,-2789.38433552224,2
"C20H24O14",487.1092152,20,24,14,0,0,0,0,0,"CHO","Tannin",488.1164917,0.233173168,6,0,0.153846154,9,-5,-5,54.6,486.5653047,0.434695304,0.2,0.7,1.2,0,0,NA,"Tannin","Tannin","Other",54.6,-137.178448105068,0.0585467428967013,0.0504824310844324,1092,-2743.56896210135,2
"C20H24O15",503.1042984,20,24,15,0,0,0,0,0,"CHO","Tannin",504.1115748,-0.108591849,-1,0,0.12,9,-6,-6,51.75,502.5425276,0.457472377,0.3,0.75,1.2,0,0,NA,"Tannin","Tannin","Other",51.75,-136.033063769545,0.0588397216218346,0.0512416438389718,1035,-2720.66127539091,2
"C20H24O16",519.0990767,20,24,16,0,0,0,0,0,"CHO","Tannin",520.1063531,0.156843397,-1,0,0.083333333,9,-7,-7,48.9,518.519446,0.480553985,0.4,0.8,1.2,0,0,NA,"Tannin","Tannin","Other",48.9,-134.887679434023,0.0591695654309852,0.0520159564513039,978,-2697.75358868046,2
"C20H24O5",343.1551386,20,24,5,0,0,0,0,0,"CHO","Lignin",344.1624151,-0.119798547,1,0.266666667,0.371428571,9,4,4,80.25,342.7719686,0.228031449,-0.7,0.25,1.2,0,0,NA,"Other","Lignin","Other",80.25,-147.486907124768,0.0429762695226401,0.0390311421730209,1605,-2949.73814249536,1
"C20H24O6",359.1500213,20,24,6,0,0,0,0,0,"CHO","Lignin",360.1572978,-0.025836783,1,0.214285714,0.352941176,9,3,3,77.4,358.7489912,0.251008781,-0.6,0.3,1.2,0,0,NA,"Lignin","Lignin","Other",77.4,-146.341522789246,0.0447746804345579,0.0406227067597142,1548,-2926.83045578491,1
"C20H24O7",375.1449442,20,24,7,0,0,0,0,0,"CHO","Lignin",376.1522207,-0.046669693,2,0.153846154,0.333333333,9,2,2,74.55,374.726054,0.273945983,-0.5,0.35,1.2,0,0,NA,"Lignin","Lignin","Other",74.55,-145.196138453723,0.0466440358028906,0.0422722102775767,1491,-2903.92276907447,1
"C20H24O8",391.1398852,20,24,8,0,0,0,0,0,"CHO","Lignin",392.1471617,-0.112007428,1,0.083333333,0.3125,9,1,1,71.7,390.7031349,0.296865086,-0.4,0.4,1.2,0,0,NA,"Lignin","Lignin","Other",71.7,-144.050754118201,0.048588618064636,0.0439828751733889,1434,-2881.01508236402,1
"C20H24O9",407.1347505,20,24,9,0,0,0,0,0,"CHO","Lignin",408.142027,0.013116881,2,0,0.290322581,9,0,0,68.85,406.6801402,0.319859751,-0.3,0.45,1.2,0,0,NA,"Lignin","Lignin","Other",68.85,-142.905369782679,0.050613061403321,0.0457581673759333,1377,-2858.10739565358,1
"C20H24O9S",439.1067637,20,24,9,0,0,1,0,0,"CHOS","Lignin",440.1140401,0.142987832,4,0,0.24137931,9,0,-1,66,438.6164531,0.383546874,-0.2,0.45,1.2,0,0,NA,"Lignin","Lignin","Other",66,-143.757677614918,0.0570380772666314,0.0472050355154837,1320,-2875.15355229835,1
"C20H25O10N",438.1405683,20,25,10,1,0,0,0,0,"CHON","Lignin",439.1478448,0.00279074,3,0,0.214285714,9,-1,-2,63.15,437.6513367,0.348663336,-0.1,0.5,1.25,0.05,0,NA,"Lignin","Lignin","Other",63.15,-138.616908943873,0.0574545598331949,0.0489777773732694,1263,-2772.33817887746,2
"C20H25O10P",455.111472,20,25,10,0,0,0,1,0,"CHOP","Lignin",456.1187484,-0.471155092,4,0,0.214285714,9,-1,-2,74.55,454.6032904,0.396709566,-0.5,0.5,1.25,0,0.05,0,"Lignin","Lignin","Phytochemical",74.55,-149.191522789246,0.0466440358028906,0.0415655014584746,1491,-2983.83045578491,1
"C20H25O11P",471.106291,20,25,11,0,0,0,1,0,"CHOP","Lignin",472.1135675,-0.252797552,6,0,0.185185185,9,-2,-3,71.7,470.5802495,0.419750455,-0.4,0.55,1.25,0,0.05,0,"Lignin","Lignin","Phytochemical",71.7,-148.046138453723,0.048588618064636,0.0432498237259863,1434,-2960.92276907447,1
"C20H25O12P",487.1011949,20,25,12,0,0,0,1,0,"CHOP","Lignin",488.1084714,-0.222448812,7,0,0.153846154,9,-3,-4,68.85,486.5572933,0.442706656,-0.3,0.6,1.25,0,0.05,0,"Lignin","Lignin","Phytochemical",68.85,-146.900754118201,0.0506130614033209,0.044997272479518,1377,-2938.01508236402,1
"C20H25O14P",519.0911551,20,25,14,0,0,0,1,0,"CHOP","Tannin",520.0984316,-0.460585494,-1,0,0.083333333,9,-5,-6,63.15,518.5115333,0.488466716,-0.1,0.7,1.25,0,0.05,0,"Tannin","Tannin","Phytochemical",63.15,-144.609985447157,0.0574545598331949,0.0474767854493959,1263,-2892.19970894313,1
"C20H25O15N",518.1150974,20,25,15,1,0,0,0,0,"CHON","Tannin",519.1223739,0.087175512,-1,0,0.043478261,9,-6,-7,48.9,517.5365655,0.463434529,0.4,0.75,1.25,0.05,0,NA,"Tannin","Tannin","Other",48.9,-132.889987266262,0.0591695654309851,0.0525275861333136,978,-2657.79974532524,1
"C20H25O5N2P",403.1429314,20,25,5,2,0,0,1,0,"CHONP","Lignin",404.1502078,-0.245980538,2,0.166666667,0.310344828,10,5,2,80.25,402.6927784,0.307221619,-0.7,0.25,1.25,0.1,0.05,2,"Other","Lignin","Phytochemical",80.25,-147.486907124768,0.0429762695226401,0.039031142173021,1605,-2949.73814249536,1
"C20H25O6N",374.1609605,20,25,6,1,0,0,0,0,"CHON","Lignin",375.168237,-0.131798308,1,0.153846154,0.3125,9,3,2,74.55,373.743169,0.256830951,-0.5,0.3,1.25,0.05,0,NA,"Lignin","Lignin","Other",74.55,-143.198446285962,0.0466440358028906,0.0426296713552455,1491,-2863.96892571924,1
"C20H26O10",425.1453873,20,26,10,0,0,0,0,0,"CHO","Lignin",426.1526637,-0.156459567,2,0,0.2,8,-2,-2,68.85,424.6706661,0.329333873,-0.3,0.5,1.3,0,0,NA,"Lignin","Lignin","Other",68.85,-142.905369782679,0.0506130614033209,0.0457581673759333,1377,-2858.10739565358,2
"C20H26O10S",457.1172314,20,26,10,0,0,1,0,0,"CHOS","Lignin",458.1245079,0.348894609,6,0,0.142857143,8,-2,-3,66,456.6068103,0.393189743,-0.2,0.5,1.3,0,0,NA,"Lignin","Lignin","Other",66,-143.757677614918,0.0570380772666313,0.0472050355154837,1320,-2875.15355229835,2
"C20H26O11",441.1402285,20,26,11,0,0,0,0,0,"CHO","Lignin",442.1475049,0.01522422,4,0,0.172413793,8,-3,-3,66,440.6476474,0.352352641,-0.2,0.55,1.3,0,0,NA,"Lignin","Lignin","Other",66,-141.759985447157,0.0570380772666313,0.0479662829783808,1320,-2835.19970894313,2
"C20H26O11S",473.1122201,20,26,11,0,0,1,0,0,"CHOS","Lignin",474.1194966,0.180905599,5,0,0.111111111,8,-3,-4,63.15,472.5839388,0.416061202,-0.1,0.55,1.3,0,0,NA,"Lignin","Lignin","Other",63.15,-142.612293279395,0.0574545598331949,0.0478858631304737,1263,-2852.24586558791,2
"C20H26O12",457.1350642,20,26,12,0,0,0,0,0,"CHO","Lignin",458.1423407,0.186929264,4,0,0.142857143,8,-4,-4,63.15,456.6246231,0.375376904,-0.1,0.6,1.3,0,0,NA,"Lignin","Lignin","Other",63.15,-140.614601111634,0.057454559833195,0.0482983460263744,1263,-2812.29202223269,1
"C20H26O13",473.1300234,20,26,13,0,0,0,0,0,"CHO","Tannin",474.1372998,0.086674505,5,0,0.111111111,8,-5,-5,60.3,472.6017221,0.398277851,0,0.65,1.3,0,0,NA,"Lignin;Tannin","Lignin","Other",60.3,-139.469216776112,0.0578481432702228,0.0490106312746412,1206,-2789.38433552224,2
"C20H26O14",489.1249814,20,26,14,0,0,0,0,0,"CHO","Tannin",490.1322579,-0.00483908,5,0,0.076923077,8,-6,-6,57.45,488.5788201,0.421179875,0.1,0.7,1.3,0,0,NA,"Tannin","Tannin","Other",57.45,-138.32383244059,0.0582140563581956,0.0497386889020035,1149,-2766.4766488118,2
"C20H26O15",505.1197488,20,26,15,0,0,0,0,0,"CHO","Tannin",506.1270252,0.286367587,-1,0,0.04,8,-7,-7,54.6,504.5557275,0.444272463,0.2,0.75,1.3,0,0,NA,"Tannin","Tannin","Other",54.6,-137.178448105068,0.0585467428967012,0.0504824310844324,1092,-2743.56896210135,2
"C20H26O2N4S",385.1702723,20,26,2,4,0,1,0,0,"CHONS","UnsatHC",386.1775488,0.253706841,3,0.230769231,0.285714286,10,8,3,71.7,384.7401878,0.25981222,-0.4,0.1,1.3,0.2,0,NA,"Unsat Hydrocarbon","Unsat Hydrocarbon","Other",71.7,-138.057677614918,0.048588618064636,0.0451043200732006,1434,-2761.15355229835,2
"C20H26O4",329.1758446,20,26,4,0,0,0,0,0,"CHO","Lignin",330.1831211,-0.035682117,1,0.25,0.333333333,8,4,4,85.95,328.8082839,0.191716051,-0.9,0.2,1.3,0,0,NA,"Other","Lignin","Other",85.95,-149.777675795812,0.0395767171356141,0.0360100334842931,1719,-2995.55351591625,1
"C20H26O5",345.170772,20,26,5,0,0,0,0,0,"CHO","Lignin",346.1780485,-0.07097306,1,0.2,0.314285714,8,3,3,83.1,344.7853513,0.21464872,-0.8,0.25,1.3,0,0,NA,"Other","Lignin","Other",83.1,-148.63229146029,0.041244839625061,0.0374945165409305,1662,-2972.6458292058,1
"C20H26O6",361.1657046,20,26,6,0,0,0,0,0,"CHO","Lignin",362.172981,-0.117298764,1,0.142857143,0.294117647,8,2,2,80.25,360.7624237,0.237576269,-0.7,0.3,1.3,0,0,NA,"Lignin","Lignin","Other",80.25,-147.486907124768,0.0429762695226401,0.039031142173021,1605,-2949.73814249536,1
"C20H26O7",377.1606102,20,26,7,0,0,0,0,0,"CHO","Lignin",378.1678867,-0.088630056,1,0.076923077,0.272727273,8,1,1,77.4,376.7394693,0.260530667,-0.6,0.35,1.3,0,0,NA,"Lignin","Lignin","Other",77.4,-146.341522789246,0.0447746804345579,0.0406227067597142,1548,-2926.83045578491,1
"C20H26O7S",409.1325189,20,26,7,0,0,1,0,0,"CHOS","Lignin",410.1397953,0.313449888,2,0,0.225806452,8,1,0,74.55,408.6756778,0.324322171,-0.5,0.35,1.3,0,0,NA,"Lignin","Lignin","Other",74.55,-147.193830621484,0.0466440358028906,0.0419174975032204,1491,-2943.87661242969,2
"C20H26O8",393.1554711,20,26,8,0,0,0,0,0,"CHO","Lignin",394.1627476,0.05132178,2,0,0.25,8,0,0,74.55,392.7164702,0.283529796,-0.5,0.4,1.3,0,0,NA,"Lignin","Lignin","Other",74.55,-145.196138453723,0.0466440358028906,0.0422722102775766,1491,-2903.92276907447,1
"C20H26O8S",425.127471,20,26,8,0,0,1,0,0,"CHOS","Lignin",426.1347475,0.213597569,3,0,0.2,8,0,-1,71.7,424.6527699,0.347230119,-0.4,0.4,1.3,0,0,NA,"Lignin","Lignin","Other",71.7,-146.048446285962,0.048588618064636,0.0436149144321193,1434,-2920.96892571924,1
"C20H26O9",409.1504235,20,26,9,0,0,0,0,0,"CHO","Lignin",410.1576999,-0.042633775,2,0,0.225806452,8,-1,-1,71.7,408.6935624,0.306437565,-0.4,0.45,1.3,0,0,NA,"Lignin","Lignin","Other",71.7,-144.050754118201,0.048588618064636,0.0439828751733889,1434,-2881.01508236402,1
"C20H26O9NP",454.1274333,20,26,9,1,0,0,1,0,"CHONP","Lignin",455.1347097,-0.421367531,3,0,0.185185185,9,0,-2,74.55,453.6203505,0.379649488,-0.5,0.45,1.3,0.05,0.05,1,"Lignin","Lignin","Phytochemical",74.55,-147.193830621484,0.0466440358028906,0.0419174975032204,1491,-2943.87661242969,1
"C20H27O10P",457.1270095,20,27,10,0,0,0,1,0,"CHOP","Lignin",458.1342859,-0.223377003,4,0,0.142857143,8,-2,-3,77.4,456.6165774,0.383422635,-0.6,0.5,1.35,0,0.05,0,"Lignin","Lignin","Lipid",77.4,-150.336907124768,0.0447746804345579,0.039940945705343,1548,-3006.73814249536,1
"C20H27O11P",473.121993,20,27,11,0,0,0,1,0,"CHOP","Lignin",474.1292694,-0.361087364,6,0,0.111111111,8,-3,-4,74.55,472.5937007,0.406299289,-0.5,0.55,1.35,0,0.05,0,"Lignin;Amino Sugar","Lignin","Lipid",74.55,-149.191522789246,0.0466440358028906,0.0415655014584746,1491,-2983.83045578491,1
"C20H27O13P",505.1118569,20,27,13,0,0,0,1,0,"CHOP","Tannin",506.1191333,-0.406779124,-1,0,0.04,8,-5,-6,68.85,504.5478445,0.452155536,-0.3,0.65,1.35,0,0.05,0,"Lignin;Amino Sugar","Lignin","Other",68.85,-146.900754118201,0.050613061403321,0.044997272479518,1377,-2938.01508236402,1
"C20H27O8S2P",489.0809894,20,27,8,0,0,2,1,0,"CHOSP","Lignin",490.0882659,0.469062151,7,0,0.076923077,8,0,-3,77.4,488.5348772,0.465122817,-0.6,0.4,1.35,0,0.05,0,"Lignin","Lignin","Lipid",77.4,-154.33229146029,0.0447746804345579,0.0392693659300785,1548,-3086.6458292058,2
"C20H28O10",427.1610597,20,28,10,0,0,0,0,0,"CHO","Lignin",428.1683362,-0.207963279,2,0,0.133333333,7,-3,-3,71.7,426.6840878,0.315912159,-0.4,0.5,1.4,0,0,NA,"Lignin","Lignin","Other",71.7,-144.050754118201,0.048588618064636,0.0439828751733888,1434,-2881.01508236402,1
"C20H28O10NP",472.1379108,20,28,10,1,0,0,1,0,"CHONP","Lignin",473.1451872,-0.221054557,4,0,0.076923077,8,-2,-4,74.55,471.6107173,0.38928265,-0.5,0.5,1.4,0.05,0.05,1,"Lignin","Lignin","Lipid",74.55,-147.193830621484,0.0466440358028906,0.0419174975032204,1491,-2943.87661242969,1
"C20H28O10S",459.1328714,20,28,10,0,0,1,0,0,"CHOS","Lignin",460.1401478,0.369388527,6,0,0.071428571,7,-3,-4,68.85,458.6201995,0.379800493,-0.3,0.5,1.4,0,0,NA,"Lignin","Lignin","Other",68.85,-144.90306195044,0.0506130614033209,0.0453762023798019,1377,-2898.0612390088,3
"C20H28O11",443.1558944,20,28,11,0,0,0,0,0,"CHO","Lignin",444.1631709,-0.020536366,4,0,0.103448276,7,-4,-4,68.85,442.6610626,0.338937434,-0.3,0.55,1.4,0,0,NA,"Lignin;Amino Sugar","Lignin","Other",68.85,-142.905369782679,0.0506130614033209,0.0457581673759333,1377,-2858.10739565358,2
"C20H28O11S",475.1278093,20,28,11,0,0,1,0,0,"CHOS","Lignin",476.1350858,0.307965766,6,0,0.037037037,7,-4,-5,66,474.5972774,0.402722625,-0.2,0.55,1.4,0,0,NA,"Lignin;Amino Sugar","Lignin","Other",66,-143.757677614918,0.0570380772666313,0.0472050355154837,1320,-2875.15355229835,2
"C20H28O12",459.1508169,20,28,12,0,0,0,0,0,"CHO","Lignin",460.1580934,-0.03704762,4,0,0.071428571,7,-5,-5,66,458.638125,0.361874959,-0.2,0.6,1.4,0,0,NA,"Lignin;Amino Sugar","Lignin","Other",66,-141.759985447157,0.0570380772666314,0.0479662829783809,1320,-2835.19970894313,2
"C20H28O13",475.1456774,20,28,13,0,0,0,0,0,"CHO","Tannin",476.1529539,0.07792906,5,0,0.037037037,7,-6,-6,63.15,474.6151255,0.384874495,-0.1,0.65,1.4,0,0,NA,"Lignin;Amino Sugar","Lignin","Other",63.15,-140.614601111634,0.0574545598331949,0.0482983460263744,1263,-2812.29202223269,2
"C20H28O14",491.1404498,20,28,14,0,0,0,0,0,"CHO","Tannin",492.1477263,0.364416415,6,0,0,7,-7,-7,60.3,490.592038,0.407962019,0,0.7,1.4,0,0,NA,"Amino Sugar","Tannin","Other",60.3,-139.469216776112,0.0578481432702228,0.0490106312746412,1206,-2789.38433552224,2
"C20H28O19N2S",631.0936993,20,28,19,2,0,1,0,0,"CHONS","Tannin",632.1009757,-0.440300521,-1,0,0,8,-11,-14,34.65,630.3890144,0.610985596,0.9,0.95,1.4,0.1,0,NA,"Other","Tannin","Other",34.65,-127.163065588651,0.0657699145251325,0.0567291087391422,693,-2543.26131177302,1
"C20H28O4",331.1915481,20,28,4,0,0,0,0,0,"CHO","Lignin",332.1988246,-0.196225713,1,0.1875,0.277777778,7,3,3,88.8,330.8217367,0.178263335,-1,0.2,1.4,0,0,NA,"Other","Lignin","Other",88.8,-150.923060131334,0.0379684922659713,0.0345750832377662,1776,-3018.46120262669,1
"C20H28O5",347.1864695,20,28,5,0,0,0,0,0,"CHO","Lignin",348.1937459,-0.206567518,1,0.133333333,0.257142857,7,2,2,85.95,346.798798,0.201202045,-0.9,0.25,1.4,0,0,NA,"Other","Lignin","Other",85.95,-149.777675795812,0.0395767171356141,0.0360100334842931,1719,-2995.55351591625,1
"C20H28O6",363.1812892,20,28,6,0,0,0,0,0,"CHO","Lignin",364.1885657,0.062988285,1,0.071428571,0.235294118,7,1,1,83.1,362.7757578,0.224242247,-0.8,0.3,1.4,0,0,NA,"Lignin","Lignin","Other",83.1,-148.63229146029,0.041244839625061,0.0374945165409305,1662,-2972.6458292058,1
"C20H28O7",379.1762343,20,28,7,0,0,0,0,0,"CHO","Lignin",380.1835108,-0.019886058,2,0,0.212121212,7,0,0,80.25,378.7528428,0.247157224,-0.7,0.35,1.4,0,0,NA,"Lignin","Lignin","Other",80.25,-147.486907124768,0.0429762695226401,0.039031142173021,1605,-2949.73814249536,1
"C20H28O7S",411.1482057,20,28,7,0,0,1,0,0,"CHOS","Lignin",412.1554822,0.222643455,2,0,0.161290323,7,0,-1,77.4,410.689114,0.310886047,-0.6,0.35,1.4,0,0,NA,"Lignin","Lignin","Other",77.4,-148.339214957007,0.0447746804345579,0.0402805391569491,1548,-2966.78429914013,2
